Trip_Type,Destination_Climate,Trip_Duration,Gender,Planned_Activity,Travel_Type,Accommodation_Type,Essential_Item_Categories
Business,Rainy,19,Female,Skiing,Bus,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Rainy,4,Female,Sightseeing,Train,Airbnb,"Clothes, Gadgets"
Adventure,Cold,8,Other,Meetings,Train,Airbnb,"Documents, Outdoor Gear, Clothes"
Vacation,Rainy,3,Other,Meetings,Train,Tent,"Documents, Clothes, Gadgets"
Business,Hot,8,Other,Shopping,Car,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Hot,21,Other,Hiking,Train,Hostel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,9,Male,Meetings,Train,Airbnb,"Documents, Outdoor Gear, Clothes"
Adventure,Rainy,9,Female,Hiking,Flight,Hotel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,15,Other,Shopping,Flight,Tent,"Clothes, Toiletries"
Vacation,Hot,12,Male,Hiking,Car,Tent,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,16,Male,Sightseeing,Flight,Hotel,"Clothes, Gadgets"
Vacation,Hot,7,Other,Meetings,Bus,Hotel,"Documents, Clothes, Toiletries"
Adventure,Hot,8,Other,Hiking,Train,Hotel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,20,Female,Sightseeing,Train,Hostel,"Outdoor Gear, Clothes"
Adventure,Hot,16,Male,Hiking,Car,Tent,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,11,Other,Skiing,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,1,Male,Swimming,Flight,Hotel,"Clothes, Toiletries"
Adventure,Rainy,13,Male,Swimming,Train,Tent,"Toiletries, Clothes, Gadgets"
Business,Cold,11,Female,Skiing,Train,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,2,Male,Swimming,Car,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,16,Female,Hiking,Flight,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,10,Male,Meetings,Bus,Airbnb,"Documents, Outdoor Gear, Clothes"
Business,Rainy,16,Female,Swimming,Train,Hotel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,7,Female,Swimming,Train,Airbnb,"Toiletries, Clothes, Gadgets"
Business,Rainy,21,Other,Swimming,Car,Hotel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,18,Female,Sightseeing,Bus,Hotel,"Clothes, Gadgets"
Adventure,Hot,7,Other,Meetings,Flight,Hostel,"Documents, Clothes, Toiletries"
Business,Cold,18,Male,Meetings,Bus,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Rainy,13,Male,Shopping,Flight,Airbnb,"Clothes, Gadgets"
Business,Cold,10,Female,Skiing,Flight,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,14,Male,Swimming,Train,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,17,Male,Swimming,Bus,Hotel,"Toiletries, Clothes, Gadgets"
Adventure,Rainy,16,Female,Swimming,Train,Hostel,"Toiletries, Clothes, Gadgets"
Adventure,Cold,20,Male,Sightseeing,Bus,Hostel,"Outdoor Gear, Clothes"
Adventure,Hot,11,Male,Meetings,Train,Hostel,"Documents, Clothes, Toiletries"
Adventure,Rainy,18,Other,Swimming,Flight,Tent,"Toiletries, Clothes, Gadgets"
Adventure,Cold,19,Female,Hiking,Flight,Tent,"Outdoor Gear, Clothes"
Adventure,Hot,8,Female,Meetings,Car,Airbnb,"Documents, Clothes, Toiletries"
Vacation,Cold,20,Male,Skiing,Car,Airbnb,"Outdoor Gear, Clothes"
Adventure,Cold,12,Male,Swimming,Bus,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,17,Other,Meetings,Train,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,4,Other,Skiing,Flight,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Hot,8,Other,Skiing,Train,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,13,Other,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,17,Male,Skiing,Train,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,5,Male,Meetings,Bus,Hostel,"Documents, Clothes, Toiletries"
Adventure,Cold,3,Female,Hiking,Train,Hostel,"Outdoor Gear, Clothes"
Adventure,Rainy,9,Male,Swimming,Train,Hostel,"Toiletries, Clothes, Gadgets"
Adventure,Cold,13,Male,Shopping,Car,Tent,"Outdoor Gear, Clothes"
Adventure,Rainy,2,Male,Hiking,Car,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,3,Female,Shopping,Flight,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,19,Female,Meetings,Car,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,21,Other,Hiking,Bus,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Rainy,17,Other,Swimming,Train,Airbnb,"Toiletries, Clothes, Gadgets"
Adventure,Hot,9,Female,Sightseeing,Flight,Tent,"Clothes, Toiletries"
Adventure,Hot,17,Female,Sightseeing,Car,Tent,"Clothes, Toiletries"
Vacation,Hot,7,Other,Shopping,Bus,Hostel,"Clothes, Toiletries"
Business,Hot,11,Male,Swimming,Car,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Business,Cold,1,Male,Meetings,Train,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,21,Female,Sightseeing,Car,Hotel,"Clothes, Toiletries"
Business,Cold,6,Other,Skiing,Flight,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,21,Female,Meetings,Car,Hostel,"Documents, Outdoor Gear, Clothes"
Vacation,Hot,14,Other,Shopping,Car,Hotel,"Clothes, Toiletries"
Vacation,Cold,6,Female,Swimming,Flight,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,9,Other,Sightseeing,Car,Hotel,"Outdoor Gear, Clothes"
Vacation,Rainy,7,Other,Shopping,Flight,Hotel,"Clothes, Gadgets"
Vacation,Hot,18,Female,Sightseeing,Car,Hotel,"Clothes, Toiletries"
Business,Rainy,3,Male,Sightseeing,Bus,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,5,Female,Skiing,Flight,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,9,Male,Hiking,Train,Tent,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,4,Male,Shopping,Train,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,20,Male,Sightseeing,Bus,Airbnb,"Clothes, Toiletries"
Vacation,Hot,1,Male,Meetings,Bus,Tent,"Documents, Clothes, Toiletries"
Business,Rainy,15,Female,Hiking,Flight,Hostel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Rainy,21,Female,Swimming,Car,Hotel,"Toiletries, Clothes, Gadgets"
Business,Hot,14,Male,Shopping,Bus,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Hot,8,Other,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,12,Male,Meetings,Flight,Hotel,"Documents, Clothes, Gadgets"
Business,Rainy,19,Male,Sightseeing,Flight,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,15,Other,Sightseeing,Car,Airbnb,"Clothes, Gadgets"
Adventure,Hot,13,Female,Meetings,Train,Tent,"Documents, Clothes, Toiletries"
Vacation,Rainy,20,Male,Hiking,Bus,Hotel,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,11,Male,Skiing,Train,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Rainy,14,Other,Shopping,Flight,Hostel,"Clothes, Gadgets"
Vacation,Cold,12,Other,Sightseeing,Bus,Airbnb,"Outdoor Gear, Clothes"
Vacation,Hot,14,Female,Sightseeing,Flight,Hostel,"Clothes, Toiletries"
Adventure,Cold,9,Female,Shopping,Flight,Tent,"Outdoor Gear, Clothes"
Adventure,Hot,5,Male,Sightseeing,Car,Airbnb,"Clothes, Toiletries"
Adventure,Hot,14,Male,Meetings,Bus,Tent,"Documents, Clothes, Toiletries"
Business,Rainy,8,Female,Sightseeing,Bus,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Cold,12,Other,Sightseeing,Bus,Tent,"Outdoor Gear, Clothes"
Vacation,Cold,3,Female,Swimming,Car,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,15,Male,Swimming,Flight,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Cold,21,Male,Sightseeing,Bus,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,4,Male,Sightseeing,Bus,Hotel,"Clothes, Gadgets"
Adventure,Cold,12,Female,Swimming,Car,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,16,Other,Hiking,Car,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,7,Male,Meetings,Flight,Tent,"Documents, Clothes, Toiletries"
Vacation,Rainy,1,Male,Shopping,Car,Tent,"Clothes, Gadgets"
Adventure,Rainy,5,Female,Swimming,Train,Hostel,"Toiletries, Clothes, Gadgets"
Vacation,Hot,17,Female,Meetings,Bus,Hotel,"Documents, Clothes, Toiletries"
Adventure,Hot,12,Male,Hiking,Bus,Hostel,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,17,Male,Shopping,Train,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,1,Male,Sightseeing,Bus,Hotel,"Clothes, Gadgets"
Business,Rainy,9,Other,Shopping,Car,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Rainy,7,Male,Meetings,Bus,Hostel,"Documents, Clothes, Gadgets"
Vacation,Cold,9,Other,Skiing,Train,Hostel,"Outdoor Gear, Clothes"
Business,Rainy,18,Other,Hiking,Bus,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Hot,21,Other,Hiking,Bus,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,17,Other,Skiing,Car,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Rainy,10,Female,Meetings,Flight,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,14,Male,Shopping,Bus,Tent,"Clothes, Gadgets"
Adventure,Cold,9,Female,Shopping,Bus,Airbnb,"Outdoor Gear, Clothes"
Business,Hot,16,Other,Meetings,Car,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,5,Male,Shopping,Train,Hotel,"Clothes, Gadgets"
Vacation,Rainy,12,Male,Shopping,Bus,Hostel,"Clothes, Gadgets"
Adventure,Hot,9,Female,Sightseeing,Train,Hotel,"Clothes, Toiletries"
Vacation,Cold,11,Other,Hiking,Bus,Hostel,"Outdoor Gear, Clothes"
Business,Rainy,6,Other,Shopping,Car,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,2,Male,Hiking,Train,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Rainy,3,Other,Swimming,Flight,Hotel,"Toiletries, Clothes, Gadgets"
Adventure,Cold,19,Male,Shopping,Flight,Airbnb,"Outdoor Gear, Clothes"
Adventure,Cold,14,Male,Shopping,Car,Tent,"Outdoor Gear, Clothes"
Vacation,Rainy,6,Female,Meetings,Car,Tent,"Documents, Clothes, Gadgets"
Vacation,Cold,3,Male,Swimming,Bus,Tent,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,9,Male,Swimming,Flight,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,16,Male,Sightseeing,Car,Hostel,"Clothes, Gadgets"
Business,Cold,17,Other,Hiking,Bus,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,7,Female,Swimming,Flight,Hotel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Hot,21,Other,Hiking,Car,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,3,Male,Sightseeing,Bus,Airbnb,"Clothes, Gadgets"
Vacation,Rainy,16,Male,Sightseeing,Flight,Hotel,"Clothes, Gadgets"
Adventure,Cold,12,Other,Shopping,Bus,Hotel,"Outdoor Gear, Clothes"
Vacation,Rainy,20,Other,Shopping,Train,Hostel,"Clothes, Gadgets"
Adventure,Cold,20,Male,Skiing,Flight,Hostel,"Outdoor Gear, Clothes"
Vacation,Hot,8,Female,Meetings,Bus,Hostel,"Documents, Clothes, Toiletries"
Business,Hot,1,Male,Skiing,Train,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Rainy,2,Female,Shopping,Bus,Hotel,"Clothes, Gadgets"
Adventure,Cold,17,Female,Shopping,Train,Hostel,"Outdoor Gear, Clothes"
Adventure,Rainy,18,Male,Skiing,Bus,Tent,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,18,Female,Skiing,Flight,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,9,Other,Swimming,Car,Airbnb,"Clothes, Toiletries"
Business,Rainy,2,Male,Hiking,Bus,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Hot,3,Other,Meetings,Bus,Hotel,"Documents, Clothes, Toiletries"
Adventure,Cold,3,Male,Skiing,Train,Tent,"Outdoor Gear, Clothes"
Business,Rainy,10,Male,Skiing,Train,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Cold,19,Male,Sightseeing,Bus,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,6,Male,Swimming,Car,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Business,Cold,1,Other,Hiking,Bus,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,7,Female,Shopping,Bus,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Rainy,3,Other,Hiking,Car,Hostel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Cold,1,Female,Hiking,Flight,Tent,"Outdoor Gear, Clothes"
Vacation,Hot,13,Female,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,9,Male,Swimming,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Hot,12,Male,Hiking,Flight,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,17,Female,Skiing,Flight,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,10,Male,Swimming,Bus,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Cold,19,Female,Sightseeing,Bus,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,3,Female,Shopping,Flight,Airbnb,"Outdoor Gear, Clothes"
Business,Rainy,3,Female,Hiking,Car,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Hot,17,Other,Meetings,Train,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Cold,12,Female,Sightseeing,Train,Tent,"Outdoor Gear, Clothes"
Vacation,Cold,8,Male,Swimming,Flight,Hostel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,16,Other,Shopping,Car,Hotel,"Clothes, Gadgets"
Vacation,Hot,15,Male,Swimming,Bus,Hotel,"Clothes, Toiletries"
Business,Hot,2,Other,Shopping,Train,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Hot,9,Male,Hiking,Train,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,16,Other,Swimming,Train,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,20,Female,Shopping,Train,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Hot,3,Other,Sightseeing,Car,Hostel,"Clothes, Toiletries"
Business,Cold,8,Male,Skiing,Flight,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,11,Other,Skiing,Train,Hotel,"Outdoor Gear, Clothes"
Vacation,Rainy,12,Female,Meetings,Train,Hotel,"Documents, Clothes, Gadgets"
Business,Rainy,14,Female,Meetings,Train,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Hot,15,Female,Swimming,Train,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,1,Other,Shopping,Bus,Airbnb,"Clothes, Gadgets"
Business,Cold,14,Male,Skiing,Car,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Hot,14,Other,Meetings,Flight,Airbnb,"Documents, Clothes, Toiletries"
Adventure,Hot,6,Other,Skiing,Bus,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,20,Female,Hiking,Bus,Tent,"Outdoor Gear, Clothes"
Adventure,Rainy,4,Male,Meetings,Bus,Airbnb,"Documents, Clothes, Gadgets"
Business,Cold,9,Female,Meetings,Car,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,19,Female,Sightseeing,Train,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,1,Female,Sightseeing,Bus,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Hot,9,Other,Swimming,Train,Airbnb,"Clothes, Toiletries"
Vacation,Rainy,9,Other,Sightseeing,Bus,Airbnb,"Clothes, Gadgets"
Vacation,Rainy,2,Other,Swimming,Flight,Hostel,"Toiletries, Clothes, Gadgets"
Business,Cold,4,Male,Hiking,Car,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Cold,1,Male,Sightseeing,Bus,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,11,Female,Sightseeing,Flight,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Rainy,8,Female,Skiing,Train,Hostel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Hot,5,Male,Skiing,Car,Hotel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,7,Other,Swimming,Bus,Airbnb,"Clothes, Toiletries"
Business,Hot,21,Other,Shopping,Flight,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,4,Male,Shopping,Car,Tent,"Clothes, Gadgets"
Business,Hot,6,Female,Meetings,Bus,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,12,Other,Meetings,Car,Hotel,"Documents, Clothes, Gadgets"
Vacation,Hot,18,Male,Sightseeing,Car,Airbnb,"Clothes, Toiletries"
Vacation,Hot,19,Female,Shopping,Bus,Hotel,"Clothes, Toiletries"
Vacation,Rainy,19,Female,Hiking,Bus,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Rainy,11,Female,Swimming,Flight,Airbnb,"Toiletries, Clothes, Gadgets"
Business,Rainy,1,Other,Hiking,Train,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Rainy,8,Male,Hiking,Car,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Hot,6,Other,Sightseeing,Bus,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Business,Hot,6,Male,Sightseeing,Bus,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Cold,7,Female,Swimming,Train,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,7,Male,Sightseeing,Flight,Airbnb,"Clothes, Toiletries"
Adventure,Rainy,3,Female,Meetings,Train,Airbnb,"Documents, Clothes, Gadgets"
Vacation,Cold,12,Female,Sightseeing,Bus,Airbnb,"Outdoor Gear, Clothes"
Business,Rainy,3,Female,Hiking,Car,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Rainy,7,Other,Sightseeing,Bus,Hostel,"Clothes, Gadgets"
Vacation,Rainy,6,Other,Meetings,Bus,Tent,"Documents, Clothes, Gadgets"
Adventure,Rainy,17,Male,Hiking,Train,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Rainy,1,Male,Shopping,Train,Airbnb,"Clothes, Gadgets"
Adventure,Rainy,13,Male,Hiking,Car,Tent,"Outdoor Gear, Clothes, Gadgets"
Adventure,Rainy,7,Male,Skiing,Car,Tent,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,15,Other,Shopping,Flight,Hotel,"Clothes, Toiletries"
Business,Hot,10,Male,Shopping,Bus,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Hot,5,Male,Swimming,Flight,Hostel,"Clothes, Toiletries"
Business,Cold,7,Female,Meetings,Flight,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,16,Other,Swimming,Bus,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,18,Female,Meetings,Train,Tent,"Documents, Outdoor Gear, Clothes"
Business,Cold,11,Female,Skiing,Flight,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Hot,6,Female,Hiking,Car,Tent,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,7,Male,Sightseeing,Flight,Airbnb,"Outdoor Gear, Clothes"
Vacation,Rainy,4,Male,Skiing,Train,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,11,Other,Hiking,Flight,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,6,Other,Skiing,Flight,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,12,Female,Meetings,Car,Airbnb,"Documents, Clothes, Toiletries"
Vacation,Cold,17,Other,Hiking,Train,Hotel,"Outdoor Gear, Clothes"
Adventure,Hot,19,Other,Swimming,Train,Hotel,"Clothes, Toiletries"
Business,Rainy,10,Other,Shopping,Car,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,5,Other,Hiking,Flight,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Cold,18,Other,Hiking,Train,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,7,Other,Meetings,Car,Hotel,"Documents, Outdoor Gear, Clothes"
Vacation,Cold,8,Other,Hiking,Flight,Hostel,"Outdoor Gear, Clothes"
Business,Cold,5,Female,Shopping,Train,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,18,Male,Sightseeing,Train,Hostel,"Clothes, Gadgets"
Vacation,Cold,21,Other,Sightseeing,Bus,Hotel,"Outdoor Gear, Clothes"
Business,Cold,16,Other,Sightseeing,Train,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Cold,20,Male,Swimming,Car,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,9,Female,Meetings,Train,Tent,"Documents, Clothes, Gadgets"
Adventure,Cold,19,Male,Meetings,Car,Tent,"Documents, Outdoor Gear, Clothes"
Business,Rainy,6,Other,Sightseeing,Train,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,4,Other,Shopping,Car,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Rainy,12,Other,Swimming,Flight,Hostel,"Toiletries, Clothes, Gadgets"
Vacation,Hot,20,Other,Sightseeing,Bus,Hotel,"Clothes, Toiletries"
Adventure,Rainy,2,Female,Meetings,Flight,Airbnb,"Documents, Clothes, Gadgets"
Vacation,Cold,11,Male,Skiing,Flight,Tent,"Outdoor Gear, Clothes"
Adventure,Cold,14,Female,Swimming,Bus,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,10,Female,Swimming,Car,Hostel,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,16,Male,Meetings,Train,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Hot,6,Male,Meetings,Train,Hostel,"Documents, Clothes, Toiletries"
Vacation,Hot,6,Female,Skiing,Flight,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,17,Male,Swimming,Train,Hostel,"Toiletries, Clothes, Gadgets"
Business,Rainy,9,Male,Skiing,Train,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Hot,9,Male,Swimming,Train,Hotel,"Clothes, Toiletries"
Adventure,Cold,20,Female,Sightseeing,Car,Hotel,"Outdoor Gear, Clothes"
Business,Cold,5,Male,Sightseeing,Flight,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,4,Male,Skiing,Bus,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Cold,13,Other,Meetings,Train,Airbnb,"Documents, Outdoor Gear, Clothes"
Vacation,Rainy,15,Male,Shopping,Bus,Airbnb,"Clothes, Gadgets"
Adventure,Rainy,11,Other,Swimming,Train,Tent,"Toiletries, Clothes, Gadgets"
Vacation,Hot,12,Male,Shopping,Flight,Hotel,"Clothes, Toiletries"
Adventure,Rainy,5,Female,Hiking,Car,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Cold,15,Female,Sightseeing,Bus,Hotel,"Outdoor Gear, Clothes"
Vacation,Hot,7,Female,Sightseeing,Car,Tent,"Clothes, Toiletries"
Vacation,Rainy,13,Male,Hiking,Train,Tent,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,20,Male,Meetings,Train,Hotel,"Documents, Clothes, Toiletries"
Vacation,Cold,10,Female,Sightseeing,Train,Hotel,"Outdoor Gear, Clothes"
Adventure,Rainy,3,Male,Skiing,Flight,Hostel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,12,Other,Hiking,Car,Tent,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,1,Male,Shopping,Train,Hotel,"Clothes, Gadgets"
Vacation,Cold,19,Male,Meetings,Flight,Hotel,"Documents, Outdoor Gear, Clothes"
Adventure,Cold,13,Female,Sightseeing,Flight,Hotel,"Outdoor Gear, Clothes"
Vacation,Rainy,18,Female,Sightseeing,Car,Hostel,"Clothes, Gadgets"
Business,Rainy,19,Male,Meetings,Bus,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Hot,20,Other,Skiing,Flight,Hostel,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,10,Male,Sightseeing,Bus,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Hot,2,Female,Swimming,Bus,Tent,"Clothes, Toiletries"
Adventure,Hot,6,Other,Hiking,Car,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,11,Female,Hiking,Car,Hotel,"Outdoor Gear, Clothes"
Business,Hot,11,Other,Swimming,Flight,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Hot,16,Female,Shopping,Bus,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,8,Other,Sightseeing,Bus,Airbnb,"Clothes, Gadgets"
Vacation,Hot,2,Female,Hiking,Car,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,10,Male,Swimming,Train,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Cold,7,Female,Sightseeing,Train,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
